KO_name	ko	ID11_1	ID12_1	ID13_1	ID14_1	ID15_1	ID17_1	ID18_1	ID19_1	ID20_1	ID21_1	ID22_1	ID23_1	ID24_1	ID25_1	ID26_1	ID27_1	ID28_1	ID29_1	ID30_1	ID31_1	ID32_1	ID33_1	ID34_1	ID35_1	ID36_1	ID37_1	ID38_1
K00151  hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]	K00151	125	145	58	727	83	39	833	40	144	293	48	1141	249	698	25	101	148	185	181	91	55	130	36	56	154	143	21
K00152  nahF; salicylaldehyde dehydrogenase [EC:1.2.1.65]	K00152	0	0	1	2	2	0	4	0	2	0	0	2	0	5	0	4	0	3	0	2	1	1	0	0	0	3	0
K00153  E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	K00153	152	114	18	381	75	18	833	54	222	219	23	131	186	111	17	142	66	366	66	16	12	55	15	8	23	78	3
K00154  E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	K00154	553	119	235	535	302	295	973	165	286	451	88	1115	662	835	120	323	388	773	135	110	190	243	99	104	180	241	61
K00156  poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	K00156	2021	2324	598	5221	2207	1138	7511	890	3761	1671	684	1495	5614	991	822	2252	3134	4425	4734	308	1025	997	831	504	610	659	362
K00157  AOX; aldehyde oxidase [EC:1.2.3.1]	K00157	1	1	0	6	1	0	15	1	11	0	0	5	0	2	0	2	0	2	0	1	3	0	0	0	1	2	0
K00158  spxB, poxL; pyruvate oxidase [EC:1.2.3.3]	K00158	1421	586	380	2409	1340	701	3786	594	1790	1245	467	657	4104	406	515	1317	1925	3090	2209	201	168	628	406	345	433	410	196
K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	K00161	1301	1844	466	5189	1291	552	8575	508	3085	2352	1054	4788	7436	3667	758	1572	3111	2844	2666	538	1571	2098	1322	555	1015	1261	1296
K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	K00162	781	1424	201	5117	563	257	7460	337	2149	2206	780	5089	5010	2800	483	1233	934	2001	961	410	1264	1355	950	396	929	973	686
K00163  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	K00163	2065	2188	802	4875	1481	878	7002	957	4650	3298	930	5407	10494	4443	1108	2794	5564	5620	5751	565	1004	1931	967	470	1047	1827	1187
K00164  OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	K00164	1804	2263	843	7552	1928	953	12246	735	4643	3292	1143	5423	11198	4172	1299	2417	5694	4124	7412	758	1131	1401	1116	309	909	1275	489
K00166  BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	K00166	387	543	86	1285	304	149	2667	194	784	653	134	998	1062	1012	98	390	1201	999	961	99	293	392	203	58	130	303	593
K00167  BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	K00167	465	373	207	789	392	264	2126	142	984	401	205	921	1341	827	118	401	829	810	622	144	235	346	195	88	188	253	315
K00169  porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	K00169	183	162	53	619	135	79	535	115	1118	1410	1324	1920	9655	1013	1071	458	2950	522	4293	403	641	2512	1447	914	895	1016	1512
K00170  porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	K00170	201	98	67	678	99	80	436	50	1009	706	1065	1715	8918	654	970	312	2840	234	4260	248	495	1931	1168	780	763	577	498
K00171  porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	K00171	163	605	64	1279	70	76	193	56	799	783	377	544	3303	492	373	356	5396	353	7850	192	774	547	300	210	226	230	136
K00172  porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	K00172	31	80	4	318	3	0	195	6	586	483	658	1040	5484	491	612	87	1820	63	2369	202	363	1368	705	535	482	449	300
K00174  korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174	1359	2278	545	7156	1293	733	8673	488	4194	3308	3615	7156	29668	5112	3503	1967	9764	3200	11360	910	4016	6200	4088	2183	2423	2496	2108
K00175  korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	K00175	743	1242	336	4118	610	361	5286	317	2443	1687	2188	3887	17496	2859	2025	1060	5340	1772	6091	643	2284	3535	2319	1243	1369	1468	1222
K00176  korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	K00176	22	66	3	233	7	2	95	3	181	167	380	379	2776	284	328	53	715	95	801	79	321	607	350	233	196	210	178
K00177  korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	K00177	31	22	12	232	16	7	299	10	293	187	657	499	5309	357	621	29	497	89	674	138	615	1155	781	462	395	327	426
K00179  iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	K00179	533	688	55	2213	316	91	2901	196	1112	1047	2536	2373	23352	1213	2716	559	5460	1193	6261	466	2304	4197	2828	1659	1657	1390	1500
K00180  iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	K00180	61	173	13	492	30	16	632	11	150	168	642	828	6028	485	698	62	1396	55	1663	175	714	1238	731	456	450	465	416
K00184  dmsB; dimethyl sulfoxide reductase iron-sulfur subunit	K00184	1495	2521	673	5631	1171	892	6913	518	4576	2547	3397	3838	28812	3296	3508	2137	8210	3923	9688	856	2619	3704	3185	1356	1728	1414	2588
K00185  dmsC; dimethyl sulfoxide reductase membrane subunit	K00185	705	1145	302	2531	491	396	3168	254	2477	1389	2388	3231	17929	2066	2265	916	3593	1598	3851	587	1524	2953	2079	1040	1133	1116	1017
K00186  vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]	K00186	29	242	9	576	9	6	549	13	225	402	468	893	4899	774	462	138	2522	192	2634	261	760	1266	493	435	319	439	297
K00187  vorB; 2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]	K00187	41	371	14	746	19	9	852	13	336	599	506	1077	4963	1084	441	200	3626	303	4065	290	852	1184	485	413	290	443	295
K00188  vorD; 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]	K00188	0	0	0	0	0	0	0	0	0	1	15	6	75	2	6	0	17	0	20	1	8	28	7	16	7	23	12
K00189  vorG, porG; 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	K00189	1	0	0	0	0	0	0	0	0	0	9	5	138	0	15	0	25	0	44	0	8	42	20	17	9	13	22
K00192  cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]	K00192	3	0	0	2	0	0	0	0	5	27	165	115	933	61	126	0	858	0	1154	46	82	712	173	417	186	198	140
K00193  cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]	K00193	1	0	0	3	0	0	0	0	5	26	83	96	695	49	73	0	767	0	1400	30	73	405	92	258	81	105	90
K00194  cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]	K00194	11	1	1	3	0	0	7	0	13	2	361	391	3461	40	386	0	1306	0	846	51	188	1007	336	383	256	326	220
K00195  cdhB; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon	K00195	0	0	0	0	0	0	2	0	0	1	32	14	144	3	11	0	43	0	66	6	20	107	25	75	31	19	29
K00196  cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	K00196	6	7	0	4	0	0	2	0	11	17	339	136	2039	57	309	3	311	5	438	23	93	363	321	156	134	81	111
K00197  cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]	K00197	46	19	21	7	40	21	10	5	14	2	1595	823	12998	114	1619	10	2444	15	2487	138	986	1998	1154	863	693	635	612
K00198  cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	K00198	34	11	4	24	0	0	14	0	81	2	920	1151	8232	190	955	13	2467	60	2798	237	369	2096	776	781	607	580	494
K00200  fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	K00200	7	136	1	73	0	1	272	1	89	10	424	226	3249	50	404	54	1958	28	1815	29	188	555	315	307	241	101	171
K00201  fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	K00201	4	18	0	48	0	0	169	1	79	9	469	171	3365	46	516	44	1819	10	1731	35	110	586	385	325	274	105	170
K00202  fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	K00202	7	27	0	28	0	1	123	0	47	9	415	189	3380	50	438	17	1902	8	2035	27	71	511	325	244	227	76	112
K00203  fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]	K00203	0	0	0	3	0	1	7	0	10	0	113	38	826	11	125	0	479	0	538	8	14	137	95	93	70	43	44
K00204  fwdH; 4Fe-4S ferredoxin	K00204	0	0	0	0	0	0	0	0	0	0	3	9	34	6	6	0	19	0	13	2	2	66	2	22	12	16	8
K00205  fwdF, fmdF; 4Fe-4S ferredoxin	K00205	4	0	0	0	0	0	3	0	0	1	334	86	2348	23	271	0	1167	2	1214	29	132	456	222	293	169	159	113
K00207  DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]	K00207	20	41	1	33	0	0	30	0	66	251	408	907	3303	375	377	104	158	32	262	68	297	336	470	123	281	170	173
K00208  fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	K00208	655	880	264	2677	586	310	3500	232	1496	1165	645	2511	4921	1812	680	1037	2765	1654	3442	316	832	1258	705	401	543	803	552
K00209  fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	K00209	5	88	3	85	21	16	224	3	85	10	11	82	255	64	35	32	35	69	38	15	62	42	38	6	23	11	23
K00211  TYR1; prephenate dehydrogenase (NADP+) [EC:1.3.1.13]	K00211	6	1	2	1	1	7	10	10	0	0	0	3	41	0	6	0	2	6	7	0	35	9	0	1	1	2	0
K00213  DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	K00213	2	9	1	1	4	6	4	6	2	70	312	55	1266	103	309	2	24	13	2	17	280	397	254	157	121	117	94
K00215  dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	K00215	395	631	130	1866	414	212	2597	132	1013	909	967	1791	8756	1321	1041	655	3542	1153	4348	320	1100	1765	978	532	693	745	624
K00216  entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	K00216	41	60	16	76	33	7	104	10	45	157	51	347	655	194	49	67	32	132	25	5	15	180	64	34	92	54	14
K00217  E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]	K00217	75	104	15	191	48	31	267	23	177	100	22	794	111	582	6	156	2	348	1	37	42	106	42	17	129	96	28
K00218  por; protochlorophyllide reductase [EC:1.3.1.33]	K00218	27	6	14	35	10	14	53	16	16	28	14	48	161	12	11	16	29	35	37	16	9	62	20	6	25	18	30
K00219  fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	K00219	531	533	250	1056	542	184	1841	212	794	1614	1149	2573	9608	1889	1206	749	1018	1649	877	460	1092	2126	1500	777	989	1280	712
K00220  tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	K00220	47	74	13	382	21	11	619	7	211	165	88	661	1549	279	171	131	55	189	77	33	205	199	143	44	175	112	88
K00221  E4.99.1.2; alkylmercury lyase [EC:4.99.1.2]	K00221	8	5	2	85	8	5	139	0	26	13	2	98	11	23	0	55	1	97	0	6	4	6	6	3	4	19	5
K00222  TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]	K00222	23	9	3	2	6	10	1	7	2	69	4	45	13	55	0	2	0	13	0	9	1	7	0	0	0	4	1
K00223  ERG4; Delta24(24(1))-sterol reductase [EC:1.3.1.71]	K00223	29	0	27	2	14	14	16	29	8	34	303	63	1233	94	305	3	24	16	3	11	256	393	250	156	128	145	94
K00225  GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	K00225	0	0	0	0	0	0	0	1	0	0	0	53	4	11	0	8	0	0	0	1	2	2	0	0	4	2	2
K00226  pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	K00226	308	673	83	1926	251	100	1868	139	1582	1080	2074	1988	15139	1435	2114	563	4823	1368	5008	361	1987	2864	2031	1030	1076	1227	995
K00227  SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]	K00227	32	10	0	10	1	6	5	7	12	2	0	0	1	7	0	0	0	10	0	0	1	0	0	0	3	0	0
K00228  CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	K00228	117	206	80	416	74	40	546	63	227	296	9	956	73	646	2	159	2	234	5	66	106	107	18	21	84	157	29
K00230  hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	K00230	21	102	2	182	16	13	145	7	82	302	576	746	4463	366	492	102	2182	130	1759	60	207	985	503	279	343	482	207
K00231  PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	K00231	779	1285	376	3345	645	358	4118	326	2029	1492	673	2012	7034	1628	802	1081	5460	2192	6698	432	1064	1543	784	435	485	767	571
K00232  E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	K00232	74	20	27	59	108	36	71	87	63	36	34	31	201	39	21	192	85	358	166	25	39	42	25	19	8	30	18
K00234  SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	K00234	10	0	8	3	1	4	9	12	0	3	0	0	0	0	0	0	0	23	0	0	0	0	0	0	3	0	0
K00235  SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	K00235	9	0	3	0	1	4	1	2	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
K00236  SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	K00236	9	0	1	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00237  SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit	K00237	1	0	4	0	0	4	2	2	0	0	1	0	88	0	3	0	5	1	1	1	8	7	2	5	2	4	0
K00239  sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	K00239	1118	1925	571	4887	1303	652	7051	382	3673	2108	2399	4972	19161	3454	2369	1560	7006	2927	8462	578	2011	3887	2547	1435	1735	1789	1465
K00240  sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	K00240	688	1164	289	2617	806	349	3159	232	2057	1011	1017	2454	8307	1944	968	880	3014	1490	3670	282	1192	1733	1227	617	750	867	682
K00241  sdhC, frdC; succinate dehydrogenase cytochrome b subunit	K00241	434	724	207	1439	613	251	1709	153	1150	614	752	1536	5882	1041	673	567	2069	1062	2474	241	1069	1325	750	426	549	580	522
K00242  sdhD, frdD; succinate dehydrogenase membrane anchor subunit	K00242	29	149	17	284	20	4	364	6	187	102	82	457	557	282	61	56	99	70	87	44	116	248	165	93	121	143	90
K00243  K00243; uncharacterized protein	K00243	2	12	2	4	7	0	1	2	1	2	5	32	107	47	17	17	2	2	4	38	13	71	20	21	13	27	17
K00244  frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	K00244	195	260	89	444	101	62	504	47	419	644	543	1557	4399	991	495	179	568	391	874	90	390	876	899	311	538	257	305
K00245  frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	K00245	9	26	0	33	1	0	14	1	73	33	67	444	589	248	64	13	132	41	134	44	47	276	58	78	52	101	37
K00246  frdC; succinate dehydrogenase subunit C	K00246	7	21	0	51	2	0	26	0	72	88	39	265	148	255	22	32	39	20	29	5	34	59	79	18	31	34	30
K00247  frdD; succinate dehydrogenase subunit D	K00247	7	38	0	56	6	0	25	1	39	63	25	159	66	98	5	15	0	39	0	4	7	19	40	8	27	13	15
K00248  ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]	K00248	2036	1700	699	6124	1784	943	7900	895	4301	3765	1330	4935	11765	4294	1185	3178	5491	5307	6114	765	1526	2278	1711	725	1302	1629	1186
K00249  ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	K00249	2163	3035	617	10604	2252	619	14491	866	4736	6173	1470	14083	14136	8115	1531	3264	6059	5096	7271	1053	3577	3683	2375	1075	2099	3351	1411
K00252  GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	K00252	1039	881	330	2696	926	453	3910	515	1718	1976	376	2570	3117	1952	316	1517	2415	2896	2210	239	438	626	317	149	382	774	207
K00253  IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	K00253	78	321	51	933	56	29	1260	24	436	557	89	1190	412	764	59	217	33	337	43	97	264	199	186	51	148	171	60
K00254  DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	K00254	201	231	70	846	112	76	962	94	502	550	378	1342	4132	676	415	362	516	876	512	204	519	798	562	292	401	365	543
K00255  ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	K00255	63	17	29	436	136	36	509	34	72	360	6	88	5	82	3	188	0	168	5	4	1	123	6	10	11	116	3
K00257  mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]	K00257	157	109	21	415	118	21	625	110	193	447	11	128	97	173	2	220	5	577	10	51	23	22	9	4	18	112	2
K00259  ald; alanine dehydrogenase [EC:1.4.1.1]	K00259	479	893	114	1730	362	118	2021	186	1002	815	1152	2330	9817	1310	1209	556	3923	1099	5216	267	1384	2031	1337	739	826	860	527
K00260  gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]	K00260	27	53	5	100	4	7	186	4	121	59	525	611	4745	808	461	24	738	52	1680	53	253	472	601	128	212	133	413
K00261  GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	K00261	1015	1301	608	4000	988	636	6012	349	2007	1346	1543	2676	14048	2789	1375	1085	5922	2294	7132	460	1611	2079	1678	644	858	958	961
K00262  E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	K00262	172	553	46	1052	116	92	1139	44	973	693	2038	1648	18211	1772	2224	253	3111	387	3399	279	2529	2747	2170	1083	928	1023	993
K00263  E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	K00263	57	137	11	262	154	38	625	13	143	439	25	229	177	227	19	60	12	92	38	5	62	76	54	15	21	60	17
K00264  GLT1; glutamate synthase (NADH) [EC:1.4.1.14]	K00264	41	0	39	3	26	24	19	31	1	1	0	11	8	0	0	1	0	47	0	0	0	0	4	0	7	1	11
K00265  gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	K00265	2153	3396	995	9912	2147	1173	13394	738	6352	4867	3364	8683	26103	6583	3462	3298	13755	5421	17512	1370	5730	7347	3756	2163	2288	3549	2510
K00266  gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]	K00266	867	2267	311	4866	719	370	5780	308	3649	2830	2913	6646	26277	4384	2876	1491	11233	2430	13431	1100	4130	5489	3480	1787	2075	2386	1835
K00270  pdh; phenylalanine dehydrogenase [EC:1.4.1.20]	K00270	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
K00271  vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]	K00271	151	18	8	221	96	15	531	86	88	316	3	88	10	52	2	183	2	435	2	3	11	68	3	5	10	148	4
K00272  DDO; D-aspartate oxidase [EC:1.4.3.1]	K00272	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
K00273  DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]	K00273	136	30	32	191	168	31	535	75	111	305	69	159	343	114	43	156	11	465	17	15	28	72	16	6	21	227	24
K00274  MAO, aofH; monoamine oxidase [EC:1.4.3.4]	K00274	638	1413	299	3611	706	403	4400	310	1290	1040	53	1695	797	1112	87	988	532	1758	889	340	413	321	89	47	247	449	112
K00275  pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	K00275	337	500	109	1161	373	107	1883	190	649	585	320	1317	2691	801	431	408	540	1045	368	152	409	703	333	225	258	553	151
K00276  AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	K00276	634	320	227	1284	656	240	3767	363	747	967	14	793	44	958	6	768	8	2367	4	22	34	20	19	6	76	371	10
K00278  nadB; L-aspartate oxidase [EC:1.4.3.16]	K00278	446	1012	68	2164	416	136	3247	195	1230	1317	1764	2582	16986	1889	1962	673	6784	1563	9274	357	2770	3400	2124	1072	1236	1407	1241
K00279  CKX; cytokinin dehydrogenase [EC:1.5.99.12]	K00279	2	2	0	0	0	0	1	0	3	2	22	147	129	29	12	0	98	0	74	1	10	4	14	2	15	5	7
K00280  LOXL2_3_4; lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]	K00280	13	0	2	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00281  GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	K00281	516	1013	139	1383	350	156	2590	278	927	974	1716	2543	13630	1627	1897	577	2854	1594	2954	270	2529	2471	1875	946	1059	1162	1385
K00282  gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	K00282	652	1007	338	2412	646	415	3572	218	1529	952	1015	1679	11308	1476	1137	852	5045	1387	6464	344	1859	1713	950	614	759	623	541
K00283  gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	K00283	1025	1164	366	3521	901	442	5225	416	2093	1666	2044	3100	16180	2166	2040	1267	5335	2405	7063	417	2345	3385	2201	1133	1461	1420	1458
K00284  GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	K00284	390	1359	231	1765	461	197	2860	118	979	422	2593	3130	17507	2145	2745	430	4341	1052	7051	500	2238	3778	2933	1304	1640	1538	2037
K00285  dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]	K00285	158	436	67	1159	228	71	1722	78	466	481	54	1163	414	871	44	308	239	554	276	138	220	358	85	94	142	334	99
K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	K00286	521	845	225	1952	489	262	3236	199	1212	1081	1078	1777	8870	1258	1133	865	3609	1450	4564	361	1431	1984	1274	738	815	884	1028
K00287  DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	K00287	395	240	107	269	200	187	399	116	204	314	512	879	3650	830	593	375	359	576	188	123	682	1011	480	312	289	461	217
K00288  MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]	K00288	169	52	27	301	131	92	130	17	86	68	75	32	800	30	64	73	65	66	134	3	105	239	127	100	156	81	74
K00289  ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]	K00289	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K00290  LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	K00290	532	119	265	399	535	247	980	150	187	505	666	784	4564	412	617	245	1467	935	1054	112	405	1474	722	688	426	507	308
K00293  LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]	K00293	15	7	14	0	10	7	6	18	0	97	521	70	2803	100	442	9	62	36	58	25	473	651	441	249	214	163	149
K00294  E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	K00294	824	986	320	3041	779	433	4749	314	1712	1130	1619	2304	13919	2128	1800	1014	6646	1929	6640	328	1688	2603	1553	862	1011	1109	635
K00295  MTD1; methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]	K00295	11	18	3	122	10	4	30	1	49	4	0	0	1	0	0	9	0	4	0	0	1	0	0	0	1	0	0
K00297  metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	K00297	1190	2216	599	5123	1193	675	7040	552	2899	2147	2527	4178	21417	3044	2521	1773	7553	3172	9517	802	4389	4168	2705	1294	1660	1793	1988
K00298  ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]	K00298	0	0	0	0	0	0	0	0	0	0	6	0	30	0	9	0	0	0	0	0	0	11	2	9	4	1	2
K00299  ssuE, msuE; FMN reductase [EC:1.5.1.38]	K00299	141	143	27	609	123	28	1041	54	308	268	61	338	373	157	47	132	119	470	79	35	106	132	91	35	74	127	20
K00301  E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]	K00301	103	107	10	758	28	18	1472	64	193	76	18	133	90	98	2	129	18	283	13	3	25	5	28	0	39	35	10
K00302  soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]	K00302	451	866	236	1143	355	189	2475	236	1088	816	138	3069	1074	2120	128	483	151	748	159	214	457	200	133	39	380	277	51
K00303  soxB; sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]	K00303	483	703	198	2226	600	305	3779	236	1454	1539	281	2194	1646	1890	189	752	325	1329	363	244	443	397	350	114	309	448	132
K00304  soxD; sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	K00304	22	65	19	78	45	15	174	20	80	51	3	249	31	158	1	29	4	59	14	22	14	15	3	1	25	20	2
K00305  soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]	K00305	62	138	34	133	68	26	339	39	188	79	1	364	19	276	0	66	3	94	12	29	71	23	3	0	51	62	2
K00306  PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	K00306	13	3	20	2	8	21	19	19	2	2	1	5	0	4	0	0	0	15	0	0	37	0	2	0	0	0	0
K00310  SE; pyrimidodiazepine synthase [EC:1.5.4.1]	K00310	1	0	0	0	0	0	0	0	0	0	10	7	41	0	2	0	0	0	0	0	0	0	6	1	2	0	1
K00311  ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	K00311	902	1521	415	2997	867	542	3670	317	2150	1652	892	3574	7940	3139	1120	1237	4264	1800	5214	395	1773	1897	997	719	801	925	520
K00313  fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	K00313	221	326	18	399	80	12	225	82	347	904	851	1392	6962	1423	1031	359	3753	760	4242	149	905	1542	960	526	602	747	341
K00314  SARDH; sarcosine dehydrogenase [EC:1.5.8.3]	K00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0
K00315  DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]	K00315	344	495	178	349	314	121	613	182	750	495	13	3432	126	2829	3	305	4	1048	5	60	101	46	26	7	363	113	11
